Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Childrens Services,Agency staff provision,17.04.2013,5100631482,"£1,125.00",Capita Education Resourcing
Manchester City Council,Childrens Services,Agency staff provision,17.04.2013,5100631479,£675.00,Capita Education Resourcing
Manchester City Council,Childrens Services,Agency staff provision,17.04.2013,5100631481,£625.00,Capita Education Resourcing
Manchester City Council,Childrens Services,Agency staff provision,17.04.2013,5100631478,£575.00,Capita Education Resourcing
Manchester City Council,Childrens Services,Agency staff provision,17.04.2013,5100631510,£874.30,Semester Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,17.04.2013,5100631541,£865.95,Semester Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,17.04.2013,5100631366,£686.00,Semester Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,17.04.2013,5100631513,£671.65,Semester Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,17.04.2013,5100631502,£517.30,Semester Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,17.04.2013,5100631321,"£1,674.98",Ashberry Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,17.04.2013,5100631321,"£1,450.65",Ashberry Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,17.04.2013,5100631321,"£1,344.70",Ashberry Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,17.04.2013,5100631321,"£1,043.00",Ashberry Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,17.04.2013,5100631321,£960.40,Ashberry Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,17.04.2013,5100631321,£908.80,Ashberry Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,17.04.2013,5100631321,£845.50,Ashberry Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,17.04.2013,5100631321,£801.36,Ashberry Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,17.04.2013,5100631321,£595.80,Ashberry Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,17.04.2013,5100631321,£558.64,Ashberry Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,17.04.2013,5100631321,£541.80,Ashberry Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,17.04.2013,5100631321,£523.14,Ashberry Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,17.04.2013,5100631321,£511.00,Ashberry Recruitment Ltd
Manchester City Council,Chief Executives,Agency staff provision,17.04.2013,5100631330,"£1,610.20",Bs Project Services Ltd T/A
Manchester City Council,Chief Executives,Agency staff provision,17.04.2013,5100631309,£723.33,Bennett Staff Bureau
Manchester City Council,Chief Executives,Agency staff provision,17.04.2013,5100631321,£870.10,Ashberry Recruitment Ltd
Manchester City Council,Chief Executives,Agency staff provision,17.04.2013,5100631321,£833.94,Ashberry Recruitment Ltd
Manchester City Council,Regeneration Finance,Agency staff provision,17.04.2013,5100631330,"£1,507.80",Bs Project Services Ltd T/A
Manchester City Council,Regeneration Finance,Agency staff provision,17.04.2013,5100631321,"£1,289.48",Ashberry Recruitment Ltd
Manchester City Council,Libraries and Theatres,Labour Charges,17.04.2013,5100631572,"£15,685.42",Bury Metro
Manchester City Council,Corporate Services,Training and Development,17.04.2013,5100631491,£760.00,QA Ltd
Manchester City Council,Corporate Services,Training and Development,17.04.2013,5100628278,-£760.00,QA Ltd
Manchester City Council,Manchester Leisure,Training and Development,17.04.2013,5100631569,£600.00,The Clore Leadership Programme
Manchester City Council,Adult Social Care,Training and Development,17.04.2013,5100631664,"£7,500.00",Relate Manchester
Manchester City Council,Childrens Services,Training and Development,17.04.2013,5100631332,£500.00,Skills Solution Ltd
Manchester City Council,Childrens Services,Training and Development,17.04.2013,5100631590,"£1,663.50",Manchester City Football Club Plc
Manchester City Council,Housing Revenue Account,Heating Repairs,17.04.2013,5100631468,£682.04,ENER-G Switch 2 Ltd
Manchester City Council,Housing Revenue Account,Heating Repairs,17.04.2013,5100631467,£547.29,ENER-G Switch 2 Ltd
Manchester City Council,Environment and Operations,Vandalism Repairs,17.04.2013,5100631081,"£2,272.05",Graffiti Removal (North) Ltd
Manchester City Council,Environment and Operations,Vandalism Repairs,17.04.2013,5100629971,£573.50,Graffiti Removal (North) Ltd
Manchester City Council,Adult Social Care,Rents,17.04.2013,1903612748,"£3,006.66",Happy Homes Uk Ltd
Manchester City Council,Adult Social Care,Rents,17.04.2013,1903612747,£708.57,M & Q Properties Management Ltd
Manchester City Council,Childrens Services,Rents,17.04.2013,5100631476,"£4,957.97",Southern Cross School
Manchester City Council,Corporate Services,Rents,17.04.2013,1700034857,"£77,323.97",King Sturge LLP
Manchester City Council,Chief Executives,Rents,17.04.2013,1903612357,"£26,501.36",Bruntwood Estates Alpha
Manchester City Council,Regeneration Finance,Rents,17.04.2013,5100631354,"£2,029.50",EP1 LLP
Manchester City Council,Adult Social Care,Cleaning Equipment and Materials,17.04.2013,5100631427,"£3,991.93",Initial Medical Services
Manchester City Council,Libraries and Theatres,Hire of Premises,17.04.2013,5100631581,"£2,253.30",Portakabin Ltd
Manchester City Council,Manchester Leisure,Grounds Maintenance,17.04.2013,5100630594,"£1,932.00",Clearview Event Services Limited
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,17.04.2013,5100631304,"£1,347.03",Dawson Rentals Sweepers
Manchester City Council,Hospitality + Trading Services,Vehicle Repairs,17.04.2013,5100631509,"£1,081.89",Specialist Vehicle rental
Manchester City Council,Adult Social Care,Transport Taxis,17.04.2013,1903612754,£727.32,Cresta Car Hire
Manchester City Council,Adult Social Care,Transport Taxis,17.04.2013,1903612753,£581.90,Cresta Car Hire
Manchester City Council,Childrens Services,Transport Taxis,17.04.2013,5100631483,"£5,313.00",Cresta Car Hire
Manchester City Council,Hospitality + Trading Services,Transport Coach Hire,17.04.2013,5100630425,"£3,900.00",AAB Travel
Manchester City Council,Hospitality + Trading Services,Transport Coach Hire,17.04.2013,5100630892,"-£4,290.00",AAB Travel
Manchester City Council,Childrens Services,Transport Coach Hire,17.04.2013,5100629939,"£8,491.00",AAB Travel
Manchester City Council,Childrens Services,Transport Coach Hire,17.04.2013,5100630783,"£27,684.00",A J Travel
Manchester City Council,Childrens Services,Transport Coach Hire,17.04.2013,5100630757,"£12,664.00",Redacted Personal Information
Manchester City Council,Manchester Leisure,Equipment,17.04.2013,5100631596,"£2,275.00",Keebuilders Uk Ltd
Manchester City Council,Manchester Leisure,Equipment,17.04.2013,5100631490,"£1,620.00",Keebuilders Uk Ltd
Manchester City Council,Adult Social Care,Equipment,17.04.2013,5100631604,"£4,762.11",Prism UK Medical Ltd t/a Carefree
Manchester City Council,Adult Social Care,Equipment,17.04.2013,5100631408,£564.00,Independent Life Solutions
Manchester City Council,Childrens Services,Equipment,17.04.2013,5100631437,£872.87,Chubb  Systems Limited
Manchester City Council,Childrens Services,Equipment,17.04.2013,5100631439,£784.61,Chubb  Systems Limited
Manchester City Council,Chief Executives,Equipment,17.04.2013,5100631486,"£17,325.00",Footprint Solutions Ltd
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,17.04.2013,5100630722,£924.00,Viewprint
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,17.04.2013,5100630674,£625.44,Fairway Landscapes Ltd
Manchester City Council,Environment and Operations,Payments to Sub-Contractors,17.04.2013,5100631623,"£3,194.48",Manchester Dogs Home
Manchester City Council,Libraries and Theatres,Hire of Machinery,17.04.2013,5100630951,£538.20,Andrew Sykes Limited
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,17.04.2013,5100631549,£655.40,Pennine Services
Manchester City Council,Manchester Leisure,Hire of Equipment,17.04.2013,1903609663,£998.00,Nationwide Marquee Hire Ltd
Manchester City Council,Childrens Services,Training and Development,17.04.2013,5100631622,£644.51,Yorkshire Purchasing
Manchester City Council,Adult Social Care,Catering Provisions,17.04.2013,1903612805,£617.16,Redacted Personal Information
Manchester City Council,Manchester Leisure,Publicity,17.04.2013,5100631617,"£1,598.00",All About Audiences Services Ltd
Manchester City Council,Corporate Services,Legal Fees,17.04.2013,5100631535,"£11,201.00",Pannone & Partners Solicitors
Manchester City Council,Regeneration Finance,Legal Fees,17.04.2013,5100631592,"£6,435.00",Pannone & Partners Solicitors
Manchester City Council,Chief Executives,Signers/Interpreters,17.04.2013,5100631421,"£3,533.00",Interpreter Booking Services
Manchester City Council,Manchester Leisure,Proffesional fees,17.04.2013,5100631618,"£2,443.31",International Sport Group Limited
Manchester City Council,Manchester Leisure,Proffesional fees,17.04.2013,1903610890,"£50,086.48",Professional Squash Association
Manchester City Council,Libraries and Theatres,Proffesional Fees,17.04.2013,5100631417,"£10,406.00","Groundwork Manchester, Salford"
Manchester City Council,Libraries and Theatres,Proffesional Fees,17.04.2013,5100631428,"£4,713.29",Ripple PRD Ltd
Manchester City Council,Hospitality + Trading Services,Proffesional fees,17.04.2013,5100630821,"£1,000.00",Greater Manchester Police
Manchester City Council,Adult Social Care,Proffesional Fees,17.04.2013,5100631646,"£2,200.00",Ian Rush Consultancy Ltd
Manchester City Council,Childrens Services,Proffesional fees,17.04.2013,5100631544,"£3,518.69",Safehands Network Ltd
Manchester City Council,Childrens Services,Proffesional fees,17.04.2013,5100631453,"£2,319.15",Scope
Manchester City Council,Corporate Services,Proffesional fees,17.04.2013,5100630797,"£18,073.75",URS Infrastructure & Environment
Manchester City Council,Regeneration Finance,Proffesional Fees,17.04.2013,1903612467,"£4,000.00",Bluemantle Ltd
Manchester City Council,Housing Revenue Account,Peaks & Plains Mgmt,17.04.2013,5100631410,"£1,724.82",Cheshire Peaks & Plains
Manchester City Council,Chief Executives,Telecoms Equip,17.04.2013,5100631425,"£3,112.25",T-Mobile
Manchester City Council,Regeneration Finance,I T Provision,17.04.2013,5100631360,£687.76,Computerland Uk Ltd
Manchester City Council,Corporate Services,I T Provision,17.04.2013,5100631342,"£110,249.00",Capita Business Services Ltd
Manchester City Council,Corporate Services,I T Provision,17.04.2013,5100631343,"£83,237.53",Capita Business Services Ltd
Manchester City Council,Corporate Services,I T Provision,17.04.2013,5100631344,"-£83,237.53",Capita Business Services Ltd
Manchester City Council,Chief Executives,I T Provision,17.04.2013,5100631577,"£14,139.74",Sap (Uk) Ltd
Manchester City Council,Childrens Services,Compensation Payments,17.04.2013,1903603432,£762.00,Department For Work & Pensions
Manchester City Council,Chief Executives,Subsistence and Conference Expenses,17.04.2013,5100631057,"£1,094.00",Cresta World Travel t/a Uniglobe
Manchester City Council,Regeneration Finance,Subsistence and Conference Expenses,17.04.2013,5100631586,"£5,000.00",Manchester Academy
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,17.04.2013,1903611010,£630.00,Friends of Fletcher Moss Park &
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,17.04.2013,1903611010,£630.00,Friends of Fletcher Moss Park &
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,17.04.2013,1903612826,"£8,656.55",Close Neighbours Residents Assoc
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,17.04.2013,1903612827,£685.22,Blackley in Bloom
Manchester City Council,Housing Revenue Account,Private Finance and Public Private partnership initiatives,17.04.2013,5100631451,"£434,668.01",Grove Village Ltd
Manchester City Council,Chief Executives,Advertising,17.04.2013,1903611217,"£1,191.00",Access Point
Manchester City Council,Manchester Leisure,Licences Purchase,17.04.2013,5100631603,£525.00,Cornflower Ltd
Manchester City Council,Manchester Leisure,Goods purchased for resale in Council outlets,17.04.2013,5100631605,"£1,268.70",Cornflower Ltd
Manchester City Council,Hospitality + Trading Services,Purchase of stores for re-distribution,17.04.2013,5100631534,"£1,227.92",Tarmac Central Ltd
Manchester City Council,Chief Executives,Special Event,17.04.2013,5100631668,"£7,200.00",Walk The Plank Ltd
Manchester City Council,Libraries and Theatres,Third party payments relating to Voluntary Organisations,17.04.2013,5100631450,"£3,400.00",Action for Sustainable Living Ltd
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,17.04.2013,5100629414,"£3,416.66",Assist
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,17.04.2013,5100630249,£500.00,Barlow Moor Community Association
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,17.04.2013,5100630192,"£1,666.66",George House Trust
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,17.04.2013,5100629338,£666.66,4CT Limited
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,17.04.2013,5100630920,£833.33,Bubble Enterprises
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,17.04.2013,5100631381,"£2,640.00",TTP Counselling
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,17.04.2013,5100631385,"£2,640.00",TTP Counselling
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,17.04.2013,5100631389,"£2,640.00",TTP Counselling
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,17.04.2013,5100631393,"£2,640.00",TTP Counselling
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,17.04.2013,5100631397,"£2,640.00",TTP Counselling
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,17.04.2013,5100631383,"£1,584.00",TTP Counselling
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,17.04.2013,5100631380,"£1,056.00",TTP Counselling
Manchester City Council,Childrens Services,Third party payments relating to Voluntary Organisations,17.04.2013,5100631452,£825.00,Wythenshawe Community Initiative
Manchester City Council,Childrens Services,Third party payments relating to Voluntary Organisations,17.04.2013,5100631454,"£113,374.24",Big Life Families
Manchester City Council,Childrens Services,Third party payments relating to Voluntary Organisations,17.04.2013,5100631395,£823.50,Big Life Families
Manchester City Council,Childrens Services,Third party payments relating to Voluntary Organisations,17.04.2013,5100631378,£561.00,Big Life Families
Manchester City Council,Childrens Services,Third party payments relating to Voluntary Organisations,17.04.2013,5100631387,£511.50,Big Life Families
Manchester City Council,Regeneration Finance,Third party payments relating to Voluntary Organisations,17.04.2013,5100631652,"£1,026.00",ALL FM 96.9 Ltd
Manchester City Council,Adult Social Care,Payments for services,17.04.2013,5100631224,"£4,095.00",Mimosa Recovery Ltd
Manchester City Council,Childrens Services,Payments for services,17.04.2013,5100631600,"£8,925.75",Time Specialist Support Ltd
Manchester City Council,Childrens Services,Payments for services,17.04.2013,5100631593,"£2,233.00",Glitterfish Productions
Manchester City Council,Childrens Services,Supporting People Payments,17.04.2013,5100631436,"£2,162.00",Willow Park Housing Trust
Manchester City Council,Childrens Services,Supporting People Payments,17.04.2013,5100631168,"£7,500.00",The Lesbian & Gay Foundation
Manchester City Council,Childrens Services,Supporting People Payments,17.04.2013,5100631276,£694.52,GAYDIO Community Interest Company
Manchester City Council,Regeneration Finance,Home Care ,17.04.2013,5100631609,"£3,200.00",Dribble Drabble Nursery
Manchester City Council,Regeneration Finance,Home Care ,17.04.2013,5100631608,"£1,940.00",Dribble Drabble Nursery
Manchester City Council,Childrens Services,Day Care Payments,17.04.2013,5100631477,"£2,110.00",The Lighthouse Group
Manchester City Council,Childrens Services,Supported Accommodation,17.04.2013,5100631322,"£2,224.00",Depaul Trust
Manchester City Council,Childrens Services,Supported Accommodation,17.04.2013,5100631325,£635.43,Depaul Trust
Manchester City Council,Learning Disabilities PB,Supported Accommodation,17.04.2013,1903610919,"£59,770.81",Cheshire East Borough Council
Manchester City Council,Adult Social Care,Intermediate Care,17.04.2013,5100631416,"£8,608.00",Alt Payee  CIC T/A Inspirit Care Lt
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,17.04.2013,5100631338,"£1,704.13",Permadoor
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,17.04.2013,5100631339,"£1,145.53",Permadoor
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,17.04.2013,5100631341,£577.38,Permadoor
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,17.04.2013,5100631313,£515.42,Morrison Facilities Services Ltd
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,17.04.2013,5100631588,"£13,915.00",One Education Ltd
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,17.04.2013,5100631632,"£13,000.00",Davis Langdon
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,17.04.2013,5100631632,"£5,000.00",Davis Langdon
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,17.04.2013,5100631626,"-£5,000.00",Davis Langdon
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,17.04.2013,5100631626,"-£5,000.00",Davis Langdon
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,17.04.2013,5100631626,"-£8,000.00",Davis Langdon
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,17.04.2013,5100631457,"£32,342.00",Latz + Partner
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,17.04.2013,5100631455,"£22,384.00",Latz + Partner
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,17.04.2013,5100631456,"£18,220.13",Latz + Partner
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,17.04.2013,5100631373,"£30,600.00",Aedas Architects Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,17.04.2013,5100631373,"£27,160.00",Aedas Architects Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,17.04.2013,5100631373,"£25,840.00",Aedas Architects Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,17.04.2013,5100631373,"£16,400.00",Aedas Architects Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,17.04.2013,5100631371,"£9,750.00",Aedas Architects Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,17.04.2013,5100631415,"£9,750.00",Aedas Architects Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,17.04.2013,5100631371,"£2,250.00",Aedas Architects Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,17.04.2013,5100631415,"£2,250.00",Aedas Architects Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,17.04.2013,5100631371,"£2,250.00",Aedas Architects Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,17.04.2013,5100631415,"£2,250.00",Aedas Architects Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,17.04.2013,5100631371,£750.00,Aedas Architects Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,17.04.2013,5100631415,£750.00,Aedas Architects Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,17.04.2013,5100631412,-£750.00,Aedas Architects Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,17.04.2013,5100631412,"-£2,250.00",Aedas Architects Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,17.04.2013,5100631412,"-£2,250.00",Aedas Architects Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,17.04.2013,5100631412,"-£9,750.00",Aedas Architects Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,17.04.2013,5100631485,"£6,700.00",Turner & Townsend Cost
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,17.04.2013,5100631485,"£4,505.00",Turner & Townsend Cost
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,17.04.2013,5100631485,"£3,988.00",Turner & Townsend Cost
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,17.04.2013,5100631485,"£1,113.00",Turner & Townsend Cost
Manchester City Council,Housing Revenue Account,Works and associated costs for Land and Buildings,17.04.2013,5100630080,"£182,690.57",Electricity North West Limited
Manchester City Council,Housing Revenue Account,Works and associated costs for Land and Buildings,17.04.2013,5100630075,"£3,816.00",Electricity North West Limited
Manchester City Council,Housing Revenue Account,Works and associated costs for Land and Buildings,17.04.2013,5100631316,"-£3,816.00",Electricity North West Limited
Manchester City Council,Housing Revenue Account,Works and associated costs for Land and Buildings,17.04.2013,5100631315,"-£182,690.57",Electricity North West Limited
Manchester City Council,Housing General Fund,Income Tax Payable,18.04.2013,1903619711,"-£4,549.33",SAS Daniels
Manchester City Council,Adult Social Care,Agency staff provision,18.04.2013,5100631674,"£7,564.00",The Children'S Society Services Ltd
Manchester City Council,Adult Social Care,Agency staff provision,18.04.2013,5100631676,"£2,000.00",The Children'S Society Services Ltd
Manchester City Council,Adult Social Care,Agency staff provision,18.04.2013,5100632064,£915.60,Randstad Care
Manchester City Council,Childrens Services,Agency staff provision,18.04.2013,5100632032,"£2,007.60",Reed Employment Plc
Manchester City Council,Childrens Services,Agency staff provision,18.04.2013,5100632064,£536.50,Randstad Care
Manchester City Council,Chief Executives,Agency staff provision,18.04.2013,5100632064,"£2,396.07",Randstad Care
Manchester City Council,Chief Executives,Agency staff provision,18.04.2013,5100632064,"£2,011.80",Randstad Care
Manchester City Council,Chief Executives,Agency staff provision,18.04.2013,5100632084,"£1,200.32",247 Professional Health
Manchester City Council,Chief Executives,Agency staff provision,18.04.2013,5100628091,£791.59,Service Personnel Ltd
Manchester City Council,Libraries and Theatres,Labour Charges,18.04.2013,5100631869,"£48,343.43",Tameside Metropolitan Borough
Manchester City Council,Libraries and Theatres,Labour Charges,18.04.2013,5100632036,"£12,475.53",Greater Manchester Police
Manchester City Council,Libraries and Theatres,Labour Charges,18.04.2013,5100632037,"£9,293.32",Greater Manchester Police
Manchester City Council,Libraries and Theatres,Labour Charges,18.04.2013,5100631870,"£13,095.82",Bury M.B.C.
Manchester City Council,Libraries and Theatres,Labour Charges,18.04.2013,5100632034,"£14,134.40",Bury Metro
Manchester City Council,AGMA New Economy,Seconded Employees,18.04.2013,5100631704,"£11,363.76",Bury M.B.C.
Manchester City Council,Corporate Services,Training and Development,18.04.2013,5100630746,£760.00,QA Ltd
Manchester City Council,Corporate Services,Training and Development,18.04.2013,5100631682,-£760.00,QA Ltd
Manchester City Council,Childrens Services,Training and Development,18.04.2013,5100629802,£575.00,One Education Ltd
Manchester City Council,Chief Executives,Training and Development,18.04.2013,5100628362,"£2,370.00",QA Ltd
Manchester City Council,Regeneration Finance,Training and Development,18.04.2013,1903611051,"£1,590.00",Pertemps People Development
Manchester City Council,Hospitality + Trading Services,Internal Repairs and Maintenance for buildings,18.04.2013,1903619709,"£22,000.00",Alker and Ball Solicitors
Manchester City Council,Adult Social Care,Gas,18.04.2013,1903621280,£504.58,British Gas Plc
Manchester City Council,Manchester Leisure,Electricity,18.04.2013,1903621062,"£1,801.31",Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Electricity,18.04.2013,1903621049,"£1,795.45",Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Electricity,18.04.2013,1903621021,"£1,517.93",Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Electricity,18.04.2013,1903620922,"£1,348.31",Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Electricity,18.04.2013,1903621000,£825.99,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Electricity,18.04.2013,1903620910,£694.88,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Electricity,18.04.2013,1903621031,£649.06,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Electricity,18.04.2013,1903621010,£581.31,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Electricity,18.04.2013,1903620903,£524.83,Scottish & Southern Energy Plc
Manchester City Council,Libraries and Theatres,Electricity,18.04.2013,1903620906,"£2,063.55",Scottish & Southern Energy Plc
Manchester City Council,Libraries and Theatres,Electricity,18.04.2013,1903621009,"£1,882.12",Scottish & Southern Energy Plc
Manchester City Council,Libraries and Theatres,Electricity,18.04.2013,1903620928,£634.98,Scottish & Southern Energy Plc
Manchester City Council,Libraries and Theatres,Electricity,18.04.2013,1903620920,£613.76,Scottish & Southern Energy Plc
Manchester City Council,Hospitality + Trading Services,Electricity,18.04.2013,1903621024,"£2,790.13",Scottish & Southern Energy Plc
Manchester City Council,Hospitality + Trading Services,Electricity,18.04.2013,1903621116,"£2,320.50",Scottish & Southern Energy Plc
Manchester City Council,Environment and Operations,Electricity,18.04.2013,1903620921,£717.27,Scottish & Southern Energy Plc
Manchester City Council,Adult Social Care,Electricity,18.04.2013,1903620913,"£1,571.83",Scottish & Southern Energy Plc
Manchester City Council,Adult Social Care,Electricity,18.04.2013,1903621108,"£1,425.90",Scottish & Southern Energy Plc
Manchester City Council,Adult Social Care,Electricity,18.04.2013,1903620960,"£1,132.26",Scottish & Southern Energy Plc
Manchester City Council,Adult Social Care,Electricity,18.04.2013,1903621057,"£1,090.67",Scottish & Southern Energy Plc
Manchester City Council,Adult Social Care,Electricity,18.04.2013,1903620940,"£1,041.61",Scottish & Southern Energy Plc
Manchester City Council,Adult Social Care,Electricity,18.04.2013,1903620912,£781.04,Scottish & Southern Energy Plc
Manchester City Council,Adult Social Care,Electricity,18.04.2013,1903620915,£736.15,Scottish & Southern Energy Plc
Manchester City Council,Adult Social Care,Electricity,18.04.2013,1903621093,£696.12,Scottish & Southern Energy Plc
Manchester City Council,Adult Social Care,Electricity,18.04.2013,1903620945,£654.60,Scottish & Southern Energy Plc
Manchester City Council,Adult Social Care,Electricity,18.04.2013,1903620941,£644.89,Scottish & Southern Energy Plc
Manchester City Council,Adult Social Care,Electricity,18.04.2013,1903621209,£620.34,Scottish & Southern Energy Plc
Manchester City Council,Adult Social Care,Electricity,18.04.2013,1903621018,£611.87,Scottish & Southern Energy Plc
Manchester City Council,Adult Social Care,Electricity,18.04.2013,1903621109,£610.32,Scottish & Southern Energy Plc
Manchester City Council,Adult Social Care,Electricity,18.04.2013,1903620970,£610.32,Scottish & Southern Energy Plc
Manchester City Council,Adult Social Care,Electricity,18.04.2013,1903620908,£592.00,Scottish & Southern Energy Plc
Manchester City Council,Adult Social Care,Electricity,18.04.2013,1903621065,£589.85,Scottish & Southern Energy Plc
Manchester City Council,Adult Social Care,Electricity,18.04.2013,1903621059,£562.89,Scottish & Southern Energy Plc
Manchester City Council,Adult Social Care,Electricity,18.04.2013,1903621124,£554.33,Scottish & Southern Energy Plc
Manchester City Council,Adult Social Care,Electricity,18.04.2013,1903620984,£552.21,Scottish & Southern Energy Plc
Manchester City Council,Adult Social Care,Electricity,18.04.2013,1903620997,£548.47,Scottish & Southern Energy Plc
Manchester City Council,Childrens Services,Electricity,18.04.2013,1903621005,"£1,964.50",Scottish & Southern Energy Plc
Manchester City Council,Childrens Services,Electricity,18.04.2013,1903621091,"£1,725.93",Scottish & Southern Energy Plc
Manchester City Council,Childrens Services,Electricity,18.04.2013,1903621035,"£1,610.11",Scottish & Southern Energy Plc
Manchester City Council,Childrens Services,Electricity,18.04.2013,1903620971,"£1,553.39",Scottish & Southern Energy Plc
Manchester City Council,Childrens Services,Electricity,18.04.2013,1903621022,"£1,473.74",Scottish & Southern Energy Plc
Manchester City Council,Childrens Services,Electricity,18.04.2013,1903621023,"£1,462.36",Scottish & Southern Energy Plc
Manchester City Council,Childrens Services,Electricity,18.04.2013,1903621006,"£1,450.07",Scottish & Southern Energy Plc
Manchester City Council,Childrens Services,Electricity,18.04.2013,1903620989,"£1,350.43",Scottish & Southern Energy Plc
Manchester City Council,Childrens Services,Electricity,18.04.2013,1903621107,"£1,279.74",Scottish & Southern Energy Plc
Manchester City Council,Childrens Services,Electricity,18.04.2013,1903621040,"£1,199.00",Scottish & Southern Energy Plc
Manchester City Council,Childrens Services,Electricity,18.04.2013,1903621061,"£1,191.81",Scottish & Southern Energy Plc
Manchester City Council,Childrens Services,Electricity,18.04.2013,1903621120,£926.55,Scottish & Southern Energy Plc
